year,month,etype,event_group,event_count,display_count,suppression_status,cell_available,period_status,coverage_end
2021,11,All CVD,All CVD,97,97,none,1,complete,2024-01-31
2021,12,Stroke,Stroke,55,55,none,1,complete,2024-01-31
2021,12,AMI,AMI,28,28,none,1,complete,2024-01-31
2021,12,All CVD,All CVD,83,83,none,1,complete,2024-01-31
2022,1,Stroke,Stroke,78,78,none,1,complete,2024-01-31
2022,1,AMI,AMI,48,48,none,1,complete,2024-01-31
2022,1,All CVD,All CVD,126,126,none,1,complete,2024-01-31
2022,2,Stroke,Stroke,81,81,none,1,complete,2024-01-31
2022,2,AMI,AMI,61,61,none,1,complete,2024-01-31
2022,2,All CVD,All CVD,142,142,none,1,complete,2024-01-31
2022,3,Stroke,Stroke,53,53,none,1,complete,2024-01-31
2022,3,AMI,AMI,53,53,none,1,complete,2024-01-31
2022,3,All CVD,All CVD,106,106,none,1,complete,2024-01-31
2022,4,Stroke,Stroke,57,57,none,1,complete,2024-01-31
2022,4,AMI,AMI,56,56,none,1,complete,2024-01-31
2022,4,All CVD,All CVD,113,113,none,1,complete,2024-01-31
2022,5,Stroke,Stroke,48,48,none,1,complete,2024-01-31
2022,5,AMI,AMI,42,42,none,1,complete,2024-01-31
2022,5,All CVD,All CVD,90,90,none,1,complete,2024-01-31
2022,6,Stroke,Stroke,64,64,none,1,complete,2024-01-31
2022,6,AMI,AMI,43,43,none,1,complete,2024-01-31
2022,6,All CVD,All CVD,107,107,none,1,complete,2024-01-31
2022,7,Stroke,Stroke,65,65,none,1,complete,2024-01-31
2022,7,AMI,AMI,47,47,none,1,complete,2024-01-31
2022,7,All CVD,All CVD,112,112,none,1,complete,2024-01-31
2022,8,Stroke,Stroke,66,66,none,1,complete,2024-01-31
2022,8,AMI,AMI,51,51,none,1,complete,2024-01-31
2022,8,All CVD,All CVD,117,117,none,1,complete,2024-01-31
2022,9,Stroke,Stroke,62,62,none,1,complete,2024-01-31
2022,9,AMI,AMI,41,41,none,1,complete,2024-01-31
2022,9,All CVD,All CVD,103,103,none,1,complete,2024-01-31
2022,10,Stroke,Stroke,78,78,none,1,complete,2024-01-31
2022,10,AMI,AMI,44,44,none,1,complete,2024-01-31
2022,10,All CVD,All CVD,122,122,none,1,complete,2024-01-31
2022,11,Stroke,Stroke,65,65,none,1,complete,2024-01-31
2022,11,AMI,AMI,46,46,none,1,complete,2024-01-31
2022,11,All CVD,All CVD,111,111,none,1,complete,2024-01-31
2022,12,Stroke,Stroke,51,51,none,1,complete,2024-01-31
2022,12,AMI,AMI,38,38,none,1,complete,2024-01-31
2022,12,All CVD,All CVD,89,89,none,1,complete,2024-01-31
2023,1,Stroke,Stroke,86,86,none,1,complete,2024-01-31
2023,1,AMI,AMI,56,56,none,1,complete,2024-01-31
2023,1,All CVD,All CVD,142,142,none,1,complete,2024-01-31
2023,2,Stroke,Stroke,71,71,none,1,complete,2024-01-31
2023,2,AMI,AMI,34,34,none,1,complete,2024-01-31
2023,2,All CVD,All CVD,105,105,none,1,complete,2024-01-31
2023,3,Stroke,Stroke,65,65,none,1,complete,2024-01-31
2023,3,AMI,AMI,49,49,none,1,complete,2024-01-31
2023,3,All CVD,All CVD,114,114,none,1,complete,2024-01-31
2023,4,Stroke,Stroke,67,67,none,1,complete,2024-01-31
2023,4,AMI,AMI,52,52,none,1,complete,2024-01-31
2023,4,All CVD,All CVD,119,119,none,1,complete,2024-01-31
2023,5,Stroke,Stroke,80,80,none,1,complete,2024-01-31
2023,5,AMI,AMI,45,45,none,1,complete,2024-01-31
2023,5,All CVD,All CVD,125,125,none,1,complete,2024-01-31
2023,6,Stroke,Stroke,71,71,none,1,complete,2024-01-31
2023,6,AMI,AMI,39,39,none,1,complete,2024-01-31
2023,6,All CVD,All CVD,110,110,none,1,complete,2024-01-31
2023,7,Stroke,Stroke,68,68,none,1,complete,2024-01-31
2023,7,AMI,AMI,42,42,none,1,complete,2024-01-31
2023,7,All CVD,All CVD,110,110,none,1,complete,2024-01-31
2023,8,Stroke,Stroke,66,66,none,1,complete,2024-01-31
2023,8,AMI,AMI,47,47,none,1,complete,2024-01-31
2023,8,All CVD,All CVD,113,113,none,1,complete,2024-01-31
2023,9,Stroke,Stroke,64,64,none,1,complete,2024-01-31
2023,9,AMI,AMI,46,46,none,1,complete,2024-01-31
2023,9,All CVD,All CVD,110,110,none,1,complete,2024-01-31
2023,10,Stroke,Stroke,43,43,none,1,complete,2024-01-31
2023,10,AMI,AMI,56,56,none,1,complete,2024-01-31
2023,10,All CVD,All CVD,99,99,none,1,complete,2024-01-31
2023,11,Stroke,Stroke,57,57,none,1,complete,2024-01-31
2023,11,AMI,AMI,48,48,none,1,complete,2024-01-31
2023,11,All CVD,All CVD,105,105,none,1,complete,2024-01-31
2023,12,Stroke,Stroke,65,65,none,1,complete,2024-01-31
2023,12,AMI,AMI,50,50,none,1,complete,2024-01-31
2023,12,All CVD,All CVD,115,115,none,1,complete,2024-01-31
2024,1,Stroke,Stroke,49,49,none,1,current_month,2024-01-31
2024,1,AMI,AMI,16,16,none,1,current_month,2024-01-31
2024,1,All CVD,All CVD,65,65,none,1,current_month,2024-01-31
2024,2,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,2,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,2,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,3,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,3,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,3,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,4,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,4,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,4,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,5,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,5,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,5,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,6,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,6,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,6,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,7,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,7,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,7,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,8,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,8,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,8,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,9,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,9,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,9,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,10,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,10,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,10,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,11,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,11,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,11,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
2024,12,Stroke,Stroke,,Not available,none,0,not_yet_observed,2024-01-31
2024,12,AMI,AMI,,Not available,none,0,not_yet_observed,2024-01-31
2024,12,All CVD,All CVD,,Not available,none,0,not_yet_observed,2024-01-31
