metric_id,release_id,period_type,period,period_start,period_year,period_month,period_quarter,period_complete,event_type,sex,age_group,source_status,statistic,value,display_value,unit,numerator,denominator,comparison_n,status_flag,sdc_policy,step4_primary_flag,step4_related_flag,previous_release_id,previous_release_found,previous_value,temporal_increment,temporal_check,step5_temporal_flag,step5_complementary_flag,step5_derived_flag,suppression_status,disclosure_note,suppression_note
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m11,2014-11-01,2014,11,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,,,count,,,4,insufficient_history,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m11,2014-11-01,2014,11,,1,all_cvd,female,all,hospital_registered,monthly_count,26,26,count,26,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m11,2014-11-01,2014,11,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,,,count,,,4,insufficient_history,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m11,2014-11-01,2014,11,,1,all_cvd,male,all,hospital_registered,monthly_count,20,20,count,20,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m11,2014-11-01,2014,11,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,,,count,,,4,insufficient_history,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m12,2014-12-01,2014,12,,1,all_cvd,all,all,hospital_registered,monthly_count,67,67,count,67,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m12,2014-12-01,2014,12,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,,,count,,,4,insufficient_history,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m12,2014-12-01,2014,12,,1,all_cvd,female,all,hospital_registered,monthly_count,36,36,count,36,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m12,2014-12-01,2014,12,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,,,count,,,4,insufficient_history,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m12,2014-12-01,2014,12,,1,all_cvd,male,all,hospital_registered,monthly_count,31,31,count,31,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2014_m12,2014-12-01,2014,12,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,,,count,,,4,insufficient_history,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m01,2015-01-01,2015,1,,1,all_cvd,all,all,hospital_registered,monthly_count,68,68,count,68,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m01,2015-01-01,2015,1,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,59,59,count,295,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m01,2015-01-01,2015,1,,1,all_cvd,female,all,hospital_registered,monthly_count,38,38,count,38,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m01,2015-01-01,2015,1,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,29.8,29.8,count,149,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m01,2015-01-01,2015,1,,1,all_cvd,male,all,hospital_registered,monthly_count,30,30,count,30,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m01,2015-01-01,2015,1,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,29.2,29.2,count,146,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m02,2015-02-01,2015,2,,1,all_cvd,all,all,hospital_registered,monthly_count,66,66,count,66,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m02,2015-02-01,2015,2,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,46.8,46.8,count,234,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m02,2015-02-01,2015,2,,1,all_cvd,female,all,hospital_registered,monthly_count,33,33,count,33,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m02,2015-02-01,2015,2,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,23.2,23.2,count,116,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m02,2015-02-01,2015,2,,1,all_cvd,male,all,hospital_registered,monthly_count,33,33,count,33,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m02,2015-02-01,2015,2,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,23.6,23.6,count,118,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m03,2015-03-01,2015,3,,1,all_cvd,all,all,hospital_registered,monthly_count,63,63,count,63,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m03,2015-03-01,2015,3,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,54.2,54.2,count,271,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m03,2015-03-01,2015,3,,1,all_cvd,female,all,hospital_registered,monthly_count,27,27,count,27,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m03,2015-03-01,2015,3,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,27.2,27.2,count,136,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m03,2015-03-01,2015,3,,1,all_cvd,male,all,hospital_registered,monthly_count,36,36,count,36,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m03,2015-03-01,2015,3,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,27,27,count,135,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m04,2015-04-01,2015,4,,1,all_cvd,all,all,hospital_registered,monthly_count,55,55,count,55,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m04,2015-04-01,2015,4,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,50.2,50.2,count,251,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m04,2015-04-01,2015,4,,1,all_cvd,female,all,hospital_registered,monthly_count,26,26,count,26,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m04,2015-04-01,2015,4,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,26.8,26.8,count,134,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m04,2015-04-01,2015,4,,1,all_cvd,male,all,hospital_registered,monthly_count,29,29,count,29,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m04,2015-04-01,2015,4,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,23.4,23.4,count,117,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m05,2015-05-01,2015,5,,1,all_cvd,all,all,hospital_registered,monthly_count,56,56,count,56,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m05,2015-05-01,2015,5,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,49,49,count,245,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m05,2015-05-01,2015,5,,1,all_cvd,female,all,hospital_registered,monthly_count,30,30,count,30,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m05,2015-05-01,2015,5,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,25,25,count,125,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m05,2015-05-01,2015,5,,1,all_cvd,male,all,hospital_registered,monthly_count,26,26,count,26,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m05,2015-05-01,2015,5,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,24,24,count,120,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m06,2015-06-01,2015,6,,1,all_cvd,all,all,hospital_registered,monthly_count,48,48,count,48,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m06,2015-06-01,2015,6,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,48.6,48.6,count,243,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m06,2015-06-01,2015,6,,1,all_cvd,female,all,hospital_registered,monthly_count,17,17,count,17,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m06,2015-06-01,2015,6,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,22.2,22.2,count,111,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m06,2015-06-01,2015,6,,1,all_cvd,male,all,hospital_registered,monthly_count,31,31,count,31,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m06,2015-06-01,2015,6,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,26.4,26.4,count,132,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m07,2015-07-01,2015,7,,1,all_cvd,all,all,hospital_registered,monthly_count,63,63,count,63,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m07,2015-07-01,2015,7,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,50.2,50.2,count,251,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m07,2015-07-01,2015,7,,1,all_cvd,female,all,hospital_registered,monthly_count,33,33,count,33,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m07,2015-07-01,2015,7,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,23.2,23.2,count,116,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m07,2015-07-01,2015,7,,1,all_cvd,male,all,hospital_registered,monthly_count,30,30,count,30,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m07,2015-07-01,2015,7,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,27,27,count,135,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m08,2015-08-01,2015,8,,1,all_cvd,all,all,hospital_registered,monthly_count,53,53,count,53,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m08,2015-08-01,2015,8,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,51.4,51.4,count,257,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m08,2015-08-01,2015,8,,1,all_cvd,female,all,hospital_registered,monthly_count,28,28,count,28,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m08,2015-08-01,2015,8,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,27.6,27.6,count,138,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m08,2015-08-01,2015,8,,1,all_cvd,male,all,hospital_registered,monthly_count,25,25,count,25,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m08,2015-08-01,2015,8,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,23.8,23.8,count,119,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m09,2015-09-01,2015,9,,1,all_cvd,all,all,hospital_registered,monthly_count,46,46,count,46,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m09,2015-09-01,2015,9,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,46.8,46.8,count,234,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m09,2015-09-01,2015,9,,1,all_cvd,female,all,hospital_registered,monthly_count,28,28,count,28,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m09,2015-09-01,2015,9,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,25.4,25.4,count,127,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m09,2015-09-01,2015,9,,1,all_cvd,male,all,hospital_registered,monthly_count,18,18,count,18,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m09,2015-09-01,2015,9,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,21.4,21.4,count,107,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m10,2015-10-01,2015,10,,1,all_cvd,all,all,hospital_registered,monthly_count,61,61,count,61,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m10,2015-10-01,2015,10,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,53.2,53.2,count,266,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m10,2015-10-01,2015,10,,1,all_cvd,female,all,hospital_registered,monthly_count,34,34,count,34,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m10,2015-10-01,2015,10,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,25.8,25.8,count,129,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m10,2015-10-01,2015,10,,1,all_cvd,male,all,hospital_registered,monthly_count,27,27,count,27,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m10,2015-10-01,2015,10,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,27.4,27.4,count,137,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m11,2015-11-01,2015,11,,1,all_cvd,all,all,hospital_registered,monthly_count,72,72,count,72,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m11,2015-11-01,2015,11,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,45.6,45.6,count,228,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m11,2015-11-01,2015,11,,1,all_cvd,female,all,hospital_registered,monthly_count,36,36,count,36,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m11,2015-11-01,2015,11,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,23.4,23.4,count,117,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m11,2015-11-01,2015,11,,1,all_cvd,male,all,hospital_registered,monthly_count,36,36,count,36,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m11,2015-11-01,2015,11,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,22.2,22.2,count,111,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m12,2015-12-01,2015,12,,1,all_cvd,all,all,hospital_registered,monthly_count,44,44,count,44,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m12,2015-12-01,2015,12,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,56,56,count,280,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m12,2015-12-01,2015,12,,1,all_cvd,female,all,hospital_registered,monthly_count,25,25,count,25,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m12,2015-12-01,2015,12,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,28.6,28.6,count,143,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m12,2015-12-01,2015,12,,1,all_cvd,male,all,hospital_registered,monthly_count,19,19,count,19,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2015_m12,2015-12-01,2015,12,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,27.4,27.4,count,137,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2016_m01,2016-01-01,2016,1,,1,all_cvd,all,all,hospital_registered,monthly_count,80,80,count,80,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2016_m01,2016-01-01,2016,1,,1,all_cvd,all,all,hospital_registered,monthly_same_month_previous_5yr_mean,60.6,60.6,count,303,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2016_m01,2016-01-01,2016,1,,1,all_cvd,female,all,hospital_registered,monthly_count,38,38,count,38,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2016_m01,2016-01-01,2016,1,,1,all_cvd,female,all,hospital_registered,monthly_same_month_previous_5yr_mean,31.2,31.2,count,156,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2016_m01,2016-01-01,2016,1,,1,all_cvd,male,all,hospital_registered,monthly_count,42,42,count,42,,,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
CVD-BURDEN-001,cvd_2024_01,monthly,2016_m01,2016-01-01,2016,1,,1,all_cvd,male,all,hospital_registered,monthly_same_month_previous_5yr_mean,29.4,29.4,count,147,,5,final,bnr_sdc_v1,0,0,cvd_2023_12,,,,not_applicable,0,0,0,none,No disclosure restriction identified.,No disclosure restriction identified.
