metric_id,release_id,period_type,period,period_start,period_year,period_month,period_quarter,period_complete,event_type,sex,age_group,case_definition,source_status,statistic,value,display_value,unit,numerator,denominator,comparison_n,status_flag,ci_lower_value,ci_upper_value,ci_level,ci_method,sdc_policy,primary_suppression_threshold,primary_suppression,related_primary_cells,related_suppression_review,suppression_review,suppression_reason,deaths,ci_variance,ci_max_weight,__upper_point,__upper_variance,suppression_status,disclosure_note
MORT-BURDEN-001,mort_2026_07,monthly,2023_m10,2023-10-01,2023,10,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,52,52,count,52,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2023_m11,2023-11-01,2023,11,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,22,22,count,22,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2023_m11,2023-11-01,2023,11,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,39,39,count,39,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2023_m12,2023-12-01,2023,12,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,41,41,count,41,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2023_m12,2023-12-01,2023,12,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,56,56,count,56,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m01,2024-01-01,2024,1,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,48,48,count,48,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m01,2024-01-01,2024,1,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,65,65,count,65,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m02,2024-02-01,2024,2,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,25,25,count,25,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m02,2024-02-01,2024,2,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,40,40,count,40,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m03,2024-03-01,2024,3,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,30,30,count,30,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m03,2024-03-01,2024,3,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,47,47,count,47,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m04,2024-04-01,2024,4,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,23,23,count,23,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m04,2024-04-01,2024,4,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,42,42,count,42,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m05,2024-05-01,2024,5,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,27,27,count,27,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m05,2024-05-01,2024,5,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,43,43,count,43,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m06,2024-06-01,2024,6,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,25,25,count,25,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m06,2024-06-01,2024,6,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,41,41,count,41,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m07,2024-07-01,2024,7,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,28,28,count,28,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m07,2024-07-01,2024,7,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,37,37,count,37,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m08,2024-08-01,2024,8,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,32,32,count,32,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m08,2024-08-01,2024,8,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,60,60,count,60,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m09,2024-09-01,2024,9,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,39,39,count,39,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m09,2024-09-01,2024,9,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,59,59,count,59,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m10,2024-10-01,2024,10,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,27,27,count,27,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m10,2024-10-01,2024,10,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,43,43,count,43,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m11,2024-11-01,2024,11,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,27,27,count,27,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m11,2024-11-01,2024,11,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,40,40,count,40,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m12,2024-12-01,2024,12,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,34,34,count,34,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2024_m12,2024-12-01,2024,12,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,51,51,count,51,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m01,2025-01-01,2025,1,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,37,37,count,37,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m01,2025-01-01,2025,1,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,58,58,count,58,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m02,2025-02-01,2025,2,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,34,34,count,34,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m02,2025-02-01,2025,2,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,50,50,count,50,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m03,2025-03-01,2025,3,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,30,30,count,30,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m03,2025-03-01,2025,3,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,41,41,count,41,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m04,2025-04-01,2025,4,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,29,29,count,29,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m04,2025-04-01,2025,4,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,54,54,count,54,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m05,2025-05-01,2025,5,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,33,33,count,33,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m05,2025-05-01,2025,5,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,50,50,count,50,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m06,2025-06-01,2025,6,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,30,30,count,30,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m06,2025-06-01,2025,6,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,49,49,count,49,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m07,2025-07-01,2025,7,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,25,25,count,25,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m07,2025-07-01,2025,7,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,36,36,count,36,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m08,2025-08-01,2025,8,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,25,25,count,25,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m08,2025-08-01,2025,8,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,46,46,count,46,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m09,2025-09-01,2025,9,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,34,34,count,34,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m09,2025-09-01,2025,9,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,50,50,count,50,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m10,2025-10-01,2025,10,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,31,31,count,31,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m10,2025-10-01,2025,10,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,52,52,count,52,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m11,2025-11-01,2025,11,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,32,32,count,32,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m11,2025-11-01,2025,11,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,53,53,count,53,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m12,2025-12-01,2025,12,,1,all_cvd,all,all,primary_clear_likely,death_certificate,monthly_count,28,28,count,28,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,monthly,2025_m12,2025-12-01,2025,12,,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,monthly_count,49,49,count,49,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,all,all,primary_clear_likely,death_certificate,quarterly_count,116,116,count,116,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,female,all,primary_clear_likely,death_certificate,quarterly_count,72,72,count,72,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,male,all,primary_clear_likely,death_certificate,quarterly_count,44,44,count,44,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,all,all,primary_clear_likely,death_certificate,quarterly_count,45,45,count,45,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,female,all,primary_clear_likely,death_certificate,quarterly_count,29,29,count,29,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,male,all,primary_clear_likely,death_certificate,quarterly_count,16,16,count,16,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,all,all,primary_clear_likely,death_certificate,quarterly_count,71,71,count,71,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,female,all,primary_clear_likely,death_certificate,quarterly_count,43,43,count,43,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,male,all,primary_clear_likely,death_certificate,quarterly_count,28,28,count,28,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,134,134,count,134,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,female,all,upper_clear_likely_possible,death_certificate,quarterly_count,80,80,count,80,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,male,all,upper_clear_likely_possible,death_certificate,quarterly_count,54,54,count,54,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,60,60,count,60,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,female,all,upper_clear_likely_possible,death_certificate,quarterly_count,36,36,count,36,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,male,all,upper_clear_likely_possible,death_certificate,quarterly_count,24,24,count,24,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,74,74,count,74,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,female,all,upper_clear_likely_possible,death_certificate,quarterly_count,44,44,count,44,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,male,all,upper_clear_likely_possible,death_certificate,quarterly_count,30,30,count,30,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,all,all,primary_clear_likely,death_certificate,quarterly_count,105,105,count,105,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,female,all,primary_clear_likely,death_certificate,quarterly_count,60,60,count,60,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,male,all,primary_clear_likely,death_certificate,quarterly_count,45,45,count,45,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,all,all,primary_clear_likely,death_certificate,quarterly_count,56,56,count,56,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,female,all,primary_clear_likely,death_certificate,quarterly_count,30,30,count,30,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,male,all,primary_clear_likely,death_certificate,quarterly_count,26,26,count,26,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,all,all,primary_clear_likely,death_certificate,quarterly_count,49,49,count,49,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,female,all,primary_clear_likely,death_certificate,quarterly_count,30,30,count,30,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,male,all,primary_clear_likely,death_certificate,quarterly_count,19,19,count,19,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,130,130,count,130,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,female,all,upper_clear_likely_possible,death_certificate,quarterly_count,73,73,count,73,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,male,all,upper_clear_likely_possible,death_certificate,quarterly_count,57,57,count,57,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,79,79,count,79,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,female,all,upper_clear_likely_possible,death_certificate,quarterly_count,41,41,count,41,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,male,all,upper_clear_likely_possible,death_certificate,quarterly_count,38,38,count,38,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,51,51,count,51,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,female,all,upper_clear_likely_possible,death_certificate,quarterly_count,32,32,count,32,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,male,all,upper_clear_likely_possible,death_certificate,quarterly_count,19,19,count,19,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,all,all,primary_clear_likely,death_certificate,quarterly_count,130,130,count,130,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,female,all,primary_clear_likely,death_certificate,quarterly_count,72,72,count,72,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,male,all,primary_clear_likely,death_certificate,quarterly_count,58,58,count,58,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,heart,all,all,primary_clear_likely,death_certificate,quarterly_count,63,63,count,63,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,heart,female,all,primary_clear_likely,death_certificate,quarterly_count,33,33,count,33,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,heart,male,all,primary_clear_likely,death_certificate,quarterly_count,30,30,count,30,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,all,all,primary_clear_likely,death_certificate,quarterly_count,67,67,count,67,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,female,all,primary_clear_likely,death_certificate,quarterly_count,39,39,count,39,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,male,all,primary_clear_likely,death_certificate,quarterly_count,28,28,count,28,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,151,151,count,151,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,female,all,upper_clear_likely_possible,death_certificate,quarterly_count,82,82,count,82,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,male,all,upper_clear_likely_possible,death_certificate,quarterly_count,69,69,count,69,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
MORT-BURDEN-001,mort_2026_07,quarterly,2010_q3,2010-07-01,2010,7,3,1,heart,all,all,upper_clear_likely_possible,death_certificate,quarterly_count,79,79,count,79,,,final,,,,,bnr_sdc_v1,6,0,0,0,0,,,,,,,none,No disclosure restriction identified.
