metric_id,release_id,period_type,period,period_start,period_year,period_month,event_type,sex,age_group,age_group_order,source_status,statistic,value,unit,numerator,denominator,comparison_n,status_flag
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,65_74,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,75_84,5,hospital_registered,annual_count,72,count,72,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,75_84,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,85_plus,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,all,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,under_45,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,unknown,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,45_54,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,55_64,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,65_74,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,75_84,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,85_plus,6,hospital_registered,annual_count,38,count,38,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,85_plus,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,all,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,under_45,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,unknown,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,45_54,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,55_64,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,65_74,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,75_84,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,85_plus,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,all,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,under_45,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,female,unknown,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,0,hospital_registered,annual_count,195,count,195,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,0,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,1,hospital_registered,annual_count,12,count,12,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,1,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,2,hospital_registered,annual_count,21,count,21,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,2,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,3,hospital_registered,annual_count,38,count,38,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,3,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,4,hospital_registered,annual_count,52,count,52,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,4,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,5,hospital_registered,annual_count,47,count,47,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,5,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,6,hospital_registered,annual_count,25,count,25,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,6,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,45_54,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,55_64,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,65_74,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,75_84,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,85_plus,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,all,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,under_45,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2012,2012-01-01,2012,,stroke,male,unknown,99,hospital_registered,annual_previous_5yr_mean,,count,,,2,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,0,hospital_registered,annual_count,697,count,697,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,0,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,1,hospital_registered,annual_count,44,count,44,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,1,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,2,hospital_registered,annual_count,87,count,87,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,2,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,3,hospital_registered,annual_count,135,count,135,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,3,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,4,hospital_registered,annual_count,151,count,151,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,4,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,5,hospital_registered,annual_count,176,count,176,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,5,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,6,hospital_registered,annual_count,104,count,104,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,6,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,45_54,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,55_64,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,65_74,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,75_84,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,85_plus,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,all,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,under_45,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2013,2013-01-01,2013,,all_cvd,all,unknown,99,hospital_registered,annual_previous_5yr_mean,,count,,,3,insufficient_history
