metric_id,release_id,period_type,period,period_start,period_year,period_month,event_type,sex,age_group,age_group_order,source_status,statistic,value,unit,numerator,denominator,comparison_n,status_flag
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,75_84,4,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,85_plus,4,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,all,4,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,under_45,4,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,unknown,4,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,45_54,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,55_64,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,65_74,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,75_84,5,hospital_registered,annual_count,120,count,120,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,75_84,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,85_plus,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,all,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,under_45,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,unknown,5,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,45_54,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,55_64,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,65_74,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,75_84,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,85_plus,6,hospital_registered,annual_count,70,count,70,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,85_plus,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,all,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,under_45,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,unknown,6,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,45_54,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,55_64,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,65_74,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,75_84,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,85_plus,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,all,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,under_45,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,all,unknown,99,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,45_54,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,55_64,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,65_74,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,75_84,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,85_plus,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,all,0,hospital_registered,annual_count,246,count,246,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,all,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,under_45,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,unknown,0,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,45_54,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,55_64,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,65_74,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,75_84,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,85_plus,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,all,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,under_45,1,hospital_registered,annual_count,20,count,20,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,under_45,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,unknown,1,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,45_54,2,hospital_registered,annual_count,25,count,25,,,final
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,45_54,2,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,55_64,2,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,65_74,2,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
CVD-BURDEN-001,cvd_2023_12,annual,2011,2011-01-01,2011,,all_cvd,female,75_84,2,hospital_registered,annual_previous_5yr_mean,,count,,,1,insufficient_history
